year,age,sex,pop
1967,4,M,663577.0790416767
1967,5,F,811557.290681628
1967,5,M,844073.3352509914
1967,6,F,783358.3252530667
1967,6,M,815392.596095268
1967,7,F,768172.8474359487
1967,7,M,795648.0072557933
1967,8,F,729794.6750102506
1967,8,M,758649.9722912074
1967,9,F,821999.9615243011
1967,9,M,856852.7813877703
1967,10,F,768146.0789659157
1967,10,M,799130.0665514342
1967,11,F,800384.3293366362
1967,11,M,830567.6810144071
1967,12,F,813773.4993782316
1967,12,M,840883.1840204912
1967,13,F,829008.3880169588
1967,13,M,857708.8217882781
1967,14,F,862922.082871916
1967,14,M,893493.2212927978
1967,15,F,962447.3060338723
1967,15,M,991027.3662699665
1967,16,F,996620.9898070366
1967,16,M,1017496.3489782214
1967,17,F,1047743.6167642933
1967,17,M,1063262.8626732153
1967,18,F,1073943.974258019
1967,18,M,1085639.5724241056
1967,19,F,953238.04342735
1967,19,M,954216.4195645644
1967,20,F,1031502.768151087
1967,20,M,1020461.7580325023
1967,21,F,1206873.1077451454
1967,21,M,1187988.8721633106
1967,22,F,1169493.610347201
1967,22,M,1150154.876846145
1967,23,F,1102123.4655185426
1967,23,M,1086547.4874124462
1967,24,F,697090.5690794169
1967,24,M,684675.7247170642
1967,25,F,686332.9679505359
1967,25,M,669921.1920933523
1967,26,F,756716.5951703041
1967,26,M,732559.2536716667
1967,27,F,774853.3925879033
1967,27,M,750494.9215060178
1967,28,F,845799.8050689542
1967,28,M,828365.0085390817
1967,29,F,1028673.5498442076
1967,29,M,1022011.0557301394
1967,30,F,932913.6643019823
1967,30,M,932158.4056232614
1967,31,F,766998.613558661
1967,31,M,768318.5273343624
1967,32,F,839485.3361507803
1967,32,M,838035.2855392171
1967,33,F,835207.1262641187
1967,33,M,841469.7409627321
1967,34,F,771312.1862795356
1967,34,M,780902.3210998569
1967,35,F,775426.3420592988
1967,35,M,783902.788383176
1967,36,F,819351.2143410906
1967,36,M,824477.5763107585
1967,37,F,796020.9603020799
1967,37,M,802072.9301163707
1967,38,F,771949.2335382364
1967,38,M,780050.86411771
1967,39,F,770960.5776718146
1967,39,M,769052.0096668041
1967,40,F,724534.3009087594
1967,40,M,713932.9467538943
1967,41,F,680620.7068657707
1967,41,M,655324.4983098239
1967,42,F,662707.7496773972
1967,42,M,616688.6435964744
1967,43,F,655245.6463597286
1967,43,M,592194.1058402265
1967,44,F,649905.4494194385
1967,44,M,574195.6223073346
1967,45,F,650517.2590817155
1967,45,M,555777.1680845871
1967,46,F,573294.5911482673
1967,46,M,471150.20529691945
1967,47,F,573519.8447086269
1967,47,M,425206.0972188867
1967,48,F,557456.5525843379
1967,48,M,404879.0902952197
1967,49,F,534286.8539116497
1967,49,M,391171.66100678575
1967,50,F,557060.5460808747
1967,50,M,430424.74472879275
1967,51,F,472723.7049989647
1967,51,M,392520.46810691827
1967,52,F,475911.7039058839
1967,52,M,421870.97858103854
1967,53,F,484411.301641011
1967,53,M,438116.7904781793
1967,54,F,487653.08693224314
1967,54,M,448958.03717833484
1967,55,F,441455.95717936236
1967,55,M,413062.7788716823
1967,56,F,486326.5539391541
1967,56,M,438473.6701392671
1967,57,F,454934.76359507284
1967,57,M,405434.47494729736
1967,58,F,458997.96523368405
1967,58,M,402677.6089096531
1967,59,F,401854.20697585057
1967,59,M,357620.89932493493
1967,60,F,405326.7749983883
1967,60,M,361885.1174975619
1967,61,F,364936.01896782324
1967,61,M,334991.53981176746
1967,62,F,354530.49344577244
1967,62,M,332737.87086796324
1967,63,F,344288.1707561368
1967,63,M,326710.4830499444
1967,64,F,294738.5327973378
1967,64,M,285390.3171401192
1967,65,F,299297.0298189538
1967,65,M,277671.70282282797
1967,66,F,277987.64279340213
1967,66,M,261771.5115189174
1967,67,F,298608.26528800256
1967,67,M,266917.60990880575
1967,68,F,281205.75653095316
1967,68,M,248199.74267001956
1967,69,F,283916.06517567113
1967,69,M,243540.41882386495
1967,70,F,258244.10476870192
1967,70,M,218907.2077793651
1967,71,F,221425.79266648338
1967,71,M,185870.31748627164
1967,72,F,206649.59719001994
1967,72,M,169897.40956706856
1967,73,F,185461.83925694454
1967,73,M,150599.0371133835
1967,74,F,160814.4183008517
1967,74,M,126426.11863610748
1967,75,F,160441.24468973518
1967,75,M,121675.40740545555
1967,76,F,150090.65070316548
1967,76,M,110205.70023613672
1967,77,F,128626.84306161464
1967,77,M,92172.76836631032
1967,78,F,120925.14420824793
1967,78,M,81727.04627783643
1967,79,F,97160.42824340315
1967,79,M,63309.2092091677
1967,80,F,96854.74517081444
1967,80,M,59274.982528557695
1967,81,F,89543.20131324332
1967,81,M,52403.589744653014
1967,82,F,74136.9802306845
1967,82,M,42554.52179435103
1967,83,F,61527.13008319716
1967,83,M,32007.832344019247
1967,84,F,48249.36281845545
1967,84,M,24135.775946634876
1967,85,F,39950.510880549286
1967,85,M,18744.8931393736
1967,86,F,32890.41268985836
1967,86,M,14577.156503143564
1967,87,F,27557.699982457678
1967,87,M,11750.967052224716
1967,88,F,21701.19035944095
1967,88,M,9010.879779569446
1967,89,F,17993.444972461886
1967,89,M,7194.809731616168
1967,90,F,12970.146819445265
1967,90,M,4960.76251097527
1967,91,F,10291.17451242231
1967,91,M,3791.707257393974
1967,92,F,7128.075164795275
1967,92,M,2627.1075701216264
1967,93,F,5088.073245024271
1967,93,M,1844.2610032847158
1967,94,F,3603.9708034828054
1967,94,M,1435.557815293041
1967,95,F,1499.5151873978155
1967,95,M,504.19062646224455
1967,96,F,955.3588462205217
1967,96,M,269.16206853224355
1967,97,F,604.7111855119206
1967,97,M,170.95955448686306
1967,98,F,294.94536943414056
1967,98,M,74.17363296891409
1967,99,F,166.2501891371583
1967,99,M,44.72240220441923
1967,100,F,179.58665892750392
1967,100,M,45.92370457637388
1968,0,F,878588.6846058937
1968,0,M,926095.1533680538
1968,1,F,844645.0075885056
1968,1,M,886415.921589354
1968,2,F,814697.7942416907
1968,2,M,855662.0933841799
1968,3,F,825382.3989136225
1968,3,M,863577.6641871856
1968,4,F,630768.1950168633
